EPA Facility ID,NAICS Code
100000241311,22131
100000240562,49312
100000107136,22131
100000104674,22132
100000105824,22132
100000064002,42469
100000235248,325211
100000006799,22131
100000156966,22131
100000237996,22131
100000142534,311615
100000059973,326299
100000074224,325311
100000226365,11251
100000072734,211112
100000211656,21111
100000247761,339113
100000084222,211112
100000231439,54133
100000125893,325314
100000006334,22131
100000006414,22131
100000006352,22132
100000081877,311615
100000158189,42291
100000144934,22131
100000161086,311812
100000157572,22132
100000123895,22132
100000123895,92811
100000073699,211112
100000170076,211112
100000170067,211112
100000158009,22132
100000035375,22132
100000036169,22131
100000033894,22132
100000035482,22132
100000050044,311615
100000235373,32615
100000235783,49319
100000159641,49312
100000207607,311615
100000247798,49312
100000165581,42471
100000165634,42471
100000195479,42441
100000104059,22132
100000122896,211111
100000122896,211112
100000189039,211112
100000189734,325314
100000211638,22131
100000141688,22132
100000146291,22131
100000101882,22131
100000141312,22131
100000103693,311615
100000072529,22131
100000206412,42471
100000059802,311999
100000186915,311615
100000041698,22131
100000245825,31151
100000180207,32614
100000030824,22131
100000154637,22132
100000052417,92711
100000062068,22132
100000078453,42269
100000065225,311615
100000143686,22132
100000017698,322121
100000158303,311615
100000067884,22132
100000062308,22131
100000044132,42269
100000202826,221112
100000026438,42469
100000046791,42469
100000207983,42469
100000184454,31181
100000044105,42469
100000128471,22131
100000030833,22131
100000224241,49311
100000252629,311999
100000103906,32512
100000100393,32518
100000089012,325199
100000173581,325211
100000184025,49312
100000107467,22132
100000107519,22131
100000090091,32211
100000154664,32211
100000174688,22111
100000013479,42469
100000037113,325199
100000107396,22131
100000107421,22132
100000167865,42469
100000078685,42469
100000083642,42469
100000106805,325181
100000029355,49312
100000128694,22131
100000030414,22132
100000048977,311812
100000138246,311615
100000112898,49312
100000235774,42471
100000189716,311615
100000108171,32614
100000029747,22132
100000030398,22131
100000106431,42441
100000030361,22131
100000063799,42469
100000163743,49312
100000152586,325211
100000011505,42469
100000080654,331315
100000080654,331314
100000080574,331315
100000080574,331314
100000080574,33281
100000115127,325181
100000247422,49312
100000108386,22131
100000069711,22132
100000030192,22131
100000165689,42471
100000241142,311612
100000168515,49312
100000128505,22131
100000127007,22132
100000132279,22132
100000071815,49312
100000208777,22132
100000178602,22111
100000241437,42469
100000119481,33251
100000026278,32551
100000037701,32212
100000033545,32211
100000007002,22131
100000231572,311615
100000006986,22132
100000044506,22131
100000032289,22131
100000181867,22111
100000092491,22132
100000092543,22132
100000025616,22131
100000118259,221112
100000115582,32518
100000039193,22131
100000169872,22131
100000169239,22131
100000136747,42491
100000039709,331314
100000074135,22131
100000094051,311615
100000149127,32411
100000147968,22131
100000143374,331315
100000203843,22131
100000203852,22131
100000251283,22132
100000077445,314992
100000200016,33636
100000113584,32211
100000113584,32212
100000033652,311612
100000081902,331315
100000081902,33281
100000102346,22131
100000177756,221112
100000137087,331314
100000182303,221112
100000021282,22131
100000152023,22132
100000057591,31152
100000236997,32615
100000135819,32518
100000135819,32519
100000144257,32519
100000168463,325211
100000192864,49312
100000076758,33141
100000172528,22111
100000230608,325998
100000212584,21113
100000135169,32519
100000199402,32519
100000252399,42469
100000151621,32512
100000207055,42469
100000121405,326199
100000241687,331492
100000105307,22132
100000207714,49312
100000091633,311615
100000049921,32411
100000229638,325199
100000133036,311615
100000048691,22131
100000184588,221112
100000226837,22131
100000084008,22132
100000065181,311615
100000030389,22131
100000247583,311612
100000032975,22131
100000175767,22131
100000029113,22132
100000020648,54171
100000202979,22131
100000117198,221112
100000058947,311615
100000028668,339991
100000107895,32213
100000064798,22131
100000059296,32211
100000120479,22132
100000200301,311615
100000173411,49312
100000060006,311615
100000095782,311615
100000124046,22131
100000047558,32519
100000062326,562211
100000166278,325188
100000028917,22132
100000028472,22131
100000038684,331314
100000032779,311513
100000240483,32614
100000147717,22132
100000051524,11232
100000101034,49319
100000220389,22131
100000249689,42471
100000188584,42471
100000056299,311612
100000087906,22132
100000086863,22131
100000186372,22131
100000141143,33121
100000038997,311411
100000122627,49312
100000054772,311615
100000101123,311615
100000057305,332999
100000076179,22132
100000076124,22131
100000076044,22132
100000054424,322121
100000101409,325211
100000175507,22131
100000050963,311615
100000063138,311615
100000050936,311615
100000030316,311615
100000035776,311615
100000073136,311615
100000191133,325998
100000143294,22131
100000055664,311615
100000247592,32512
100000115207,325311
100000115207,32518
100000201462,32512
100000108901,562211
100000092384,32518
100000092384,325199
100000117189,32599
100000117189,32519
100000141571,22131
100000188726,22131
100000134204,32411
100000112282,32518
100000112282,325199
100000108135,325188
100000179497,22131
100000041368,22131
100000054308,31183
100000049057,311511
100000164065,311412
100000163627,31183
100000172813,562211
100000030496,311612
100000111915,311612
100000207812,31161
100000192016,311615
100000192016,49312
100000049468,32615
100000157723,22132
100000169337,311422
100000061283,311615
100000142605,49312
100000210835,42469
100000159892,49312
100000075731,22131
100000218542,22111
100000242588,311615
100000225687,311615
100000052499,311615
100000139192,22131
100000127944,562219
100000175491,22131
100000075367,325311
100000027641,325311
100000139888,32518
100000229317,32518
100000052998,311615
100000060088,325199
100000060088,325211
100000128168,33131
100000086195,22132
100000086337,22131
100000043482,212291
100000043482,32518
100000037051,22131
100000120987,311615
100000049182,42269
100000084099,42469
100000102612,49312
100000181082,311412
100000181536,49312
100000215073,22131
100000119212,311615
100000099608,22131
100000071637,22131
100000072967,22132
100000071496,22131
100000072903,22132
100000180001,22131
100000121209,48691
100000105511,22132
100000040001,49312
100000084678,311511
100000063441,339999
100000039781,311611
100000234258,42441
100000086621,22131
100000232385,42471
100000109839,22132
100000220619,311412
100000228121,311511
100000126259,42469
100000036873,42469
100000171306,49312
100000086532,22131
100000064119,311612
100000141839,49312
100000124386,22131
100000168365,325188
100000072681,211112
100000059018,32518
100000215956,21113
100000101347,32518
100000111425,32519
100000111425,325199
100000111425,32599
100000111425,32518
100000086033,22132
100000090144,22131
100000088745,325211
100000088745,325199
100000193168,22132
100000252219,221112
100000183393,22111
100000057341,32614
100000202014,42469
100000212236,49312
100000013923,115112
100000178568,48691
100000178568,42271
100000142687,22131
100000142455,22131
100000189119,311612
100000234285,325412
100000075795,22131
100000075946,22132
100000113352,22131
100000120665,22131
100000087586,22132
100000087345,22131
100000051695,311615
100000200445,325199
100000194149,311412
100000255243,32512
100000052845,311615
100000243364,49312
100000225767,49311
100000228808,42471
100000247128,42441
100000236363,49312
100000145817,22132
100000145345,22132
100000145835,22132
100000188619,42471
100000196977,42471
100000111899,326121
100000224223,325314
100000209874,221112
100000095602,311991
100000122672,311615
100000078364,22132
100000064529,22131
100000019883,115112
100000037783,32213
100000054415,311615
100000012194,22131
100000232072,311615
100000075875,22131
100000052284,311615
100000199616,49312
100000052444,311615
100000140803,42269
100000140803,32561
100000235051,22132
100000171164,311615
100000052079,49312
100000179727,22131
100000147888,22131
100000163609,49312
100000159838,49312
100000060104,32532
100000150873,22132
100000159712,49312
100000104317,49312
100000054585,311615
100000051597,49312
100000093392,311412
100000110532,332811
100000076954,332116
100000134632,211112
100000075492,22132
100000118963,311612
100000235168,31152
100000075544,22131
100000252335,332311
100000036052,22132
100000030806,22131
100000019464,311615
100000012023,311615
100000235088,31111
100000230038,32411
100000145979,22132
100000157607,311615
100000175758,311615
100000125134,49312
100000238548,31199
100000147085,311615
100000051917,311615
100000159801,49312
100000052952,311615
100000163789,211112
100000148789,32411
100000014003,42491
100000103611,211112
100000109278,211112
100000064501,211112
100000177266,32615
100000159687,49312
100000031182,92411
100000174385,48422
100000051418,311615
100000120442,22131
100000011943,311615
100000012247,311615
100000033171,325181
100000033171,42469
100000052202,311615
100000113888,22131
100000102328,325192
100000176196,42471
100000159874,49312
100000059508,32518
100000127178,325199
100000172555,22132
100000248305,42471
100000015805,311711
100000181723,221112
100000177701,221112
100000052168,42291
100000166722,42291
100000183099,42291
100000254306,48821
100000254306,48423
100000254306,48422
100000242917,42469
100000151159,453998
100000137755,32742
100000006058,42269
100000006058,331521
100000106271,325312
100000132215,311514
100000149966,42491
100000169541,22132
100000182802,49312
100000210693,31151
100000129283,334418
100000024083,32512
100000215885,49311
100000241749,49311
100000215652,334413
100000027687,22131
100000052266,49312
100000028114,22132
100000150784,11511
100000175963,22132
100000147799,32518
100000163681,11192
100000163681,11511
100000190483,32614
100000036338,22131
100000170879,42471
100000033947,22132
100000036276,22131
100000228611,22132
100000101203,22132
100000074929,22131
100000093622,42269
100000251032,32615
100000093891,22131
100000170398,42471
100000084179,42469
100000175446,221112
100000252442,49312
100000040939,22132
100000141599,32518
100000048281,49312
100000048281,49313
100000246496,32615
100000098388,21223
100000173867,42471
100000173867,482111
100000239725,42471
100000249457,32519
100000128925,42469
100000106592,32512
100000195727,22131
100000252362,32615
100000200418,325193
100000034713,22132
100000034795,22132
100000034759,22131
100000200524,334413
100000091223,32615
100000210087,32518
100000075198,325998
100000035179,22131
100000055771,213114
100000219435,21223
100000175151,221112
100000126829,212234
100000021193,22132
100000127365,56179
100000254832,49312
100000196067,22131
100000178103,22131
100000128293,33441
100000192338,541513
100000035357,42469
100000164813,42269
100000074304,325188
100000074304,42469
100000214886,311511
100000126099,32615
100000249956,325998
100000249956,42469
100000033206,22132
100000043106,49312
100000064333,32518
100000212478,49312
100000149332,42269
100000043062,31152
100000154389,334412
100000085016,56179
100000181956,31152
100000133526,312113
100000183516,49311
100000158517,42241
100000188968,49312
100000016993,49312
100000241945,32512
100000212487,311813
100000233561,49312
100000233197,42471
100000176739,221112
100000251595,42471
100000159678,49312
100000223885,49312
100000033313,42441
100000187843,32615
100000106912,22131
100000252353,334413
100000251407,54199
100000030334,22131
100000036613,56179
100000036454,22131
100000035204,22131
100000082064,56179
100000054601,56179
100000036908,22131
100000191393,56179
100000147138,56179
100000078275,42469
100000039692,22131
100000253487,32518
100000014628,42291
100000052694,42491
100000120086,22132
100000014272,42291
100000150999,453998
100000150891,11511
100000154959,42291
100000153399,325188
100000198966,32614
100000058144,22131
100000167954,22131
100000058082,22132
100000196815,71399
100000058652,71399
100000176855,22131
100000057966,22131
100000028999,56179
100000035197,22131
100000053531,42291
100000195148,221112
100000075811,325311
100000003426,221112
100000054255,22132
100000253325,49311
100000158964,22131
100000070246,334412
100000060079,311511
100000078033,22131
100000062148,49312
100000029462,56179
100000189495,42491
100000110408,49311
100000174919,312113
100000221057,49312
100000001650,49312
100000001650,31161
100000171404,49312
100000066563,22132
100000193818,49312
100000222724,49312
100000177033,311511
100000035295,22132
100000156877,49312
100000074153,49312
100000249377,42471
100000111933,56179
100000066849,42469
100000117982,56179
100000121245,56179
100000179077,311514
100000170254,42471
100000150935,453998
100000053602,42291
100000150187,42491
100000208367,42471
100000210755,42471
100000117232,22132
100000105655,22131
100000167197,115114
100000119114,22131
100000014478,42291
100000053461,42291
100000151024,42491
100000189903,49313
100000108279,49312
100000201809,115114
100000193649,49312
100000187683,49312
100000213299,311991
100000185328,49312
100000178167,49312
100000247529,115114
100000185685,115114
100000127873,115114
100000189912,49313
100000179736,49312
100000204753,49312
100000239761,115114
100000117321,115114
100000168481,311991
100000122119,81131
100000124509,115114
100000151569,49312
100000184873,49312
100000185462,48621
100000145121,31213
100000052177,325311
100000153148,22132
100000187978,49312
100000099948,325181
100000133606,32512
100000181457,311412
100000247146,42471
100000240474,42471
100000107216,22132
100000156207,22111
100000099467,22132
100000106084,22132
100000128373,22131
100000049949,221112
100000049752,221112
100000174802,221112
100000204708,221112
100000061728,22131
100000045649,42291
100000182394,321114
100000133535,22132
100000127141,22131
100000106299,336415
100000093294,22131
100000137611,32411
100000141492,115114
100000195914,111998
100000197404,115114
100000196913,115114
100000230127,115114
100000145112,115114
100000142543,115114
100000118357,11121
100000198127,115114
100000028089,22132
100000218445,42471
100000141786,31141
100000141786,311411
100000083571,22132
100000076286,22131
100000083982,22131
100000107252,22132
100000039674,22131
100000040289,22131
100000077178,221112
100000195638,211112
100000208893,22121
100000150365,22131
100000239057,21113
100000054059,22131
100000179068,11142
100000173279,311991
100000173279,49312
100000054013,22131
100000146219,21111
100000233892,311411
100000133786,221112
100000015413,454312
100000072379,115114
100000143533,115114
100000236283,115114
100000192267,115114
100000187905,115114
100000208688,115114
100000150347,32411
100000091152,42269
100000133447,221112
100000140251,221112
100000144621,221112
100000171681,42291
100000152069,221112
100000151667,221112
100000086373,56179
100000105959,56179
100000105959,81411
100000111817,22111
100000111853,22111
100000149662,32411
100000061354,49312
100000165322,49312
100000183437,115114
100000144408,22111
100000171262,115114
100000049887,115114
100000060505,221112
100000112727,211111
100000220147,42491
100000143196,48422
100000188003,49313
100000225936,49313
100000184579,49312
100000227792,11199
100000227747,11199
100000053201,42291
100000122556,42291
100000168702,115114
100000142703,21113
100000188012,49313
100000059964,311999
100000060952,42491
100000057163,311822
100000164145,42459
100000164145,42491
100000169097,111211
100000152835,221112
100000093132,22131
100000134909,49319
100000109287,111219
100000208508,111332
100000208517,115114
100000152265,115114
100000147815,32411
100000068366,32614
100000143472,42471
100000093285,325998
100000167936,213112
100000167936,221112
100000162637,115114
100000093668,32531
100000051203,49312
100000058206,31152
100000130716,22132
100000170888,454319
100000218454,42471
100000111032,32518
100000100589,56179
100000117777,32512
100000087871,32411
100000112497,22131
100000139389,325414
100000196307,22131
100000175847,32615
100000010784,212299
100000144658,22132
100000196101,49311
100000038791,42491
100000015011,42491
100000180181,22111
100000152096,22132
100000152096,92214
100000179674,562219
100000008001,22111
100000207297,32512
100000014995,42291
100000053103,42291
100000198859,49312
100000198822,22131
100000228951,49313
100000195353,31161
100000220566,325998
100000204316,221116
100000220655,49312
100000030101,115111
100000028659,49312
100000143098,21111
100000143098,221112
100000071165,49312
100000079103,49311
100000226506,49311
100000176917,49312
100000073831,49312
100000157894,31152
100000159981,49312
100000030254,22132
100000140279,221119
100000095167,22132
100000162851,22131
100000089673,221117
100000174875,22121
100000038933,42491
100000163798,111219
100000044819,42491
100000195978,42469
100000229905,325311
100000247912,42491
100000226864,115114
100000188165,325311
100000148459,22132
100000198868,22131
100000168604,22132
100000052248,42291
100000014888,42291
100000076188,22131
100000052006,22111
100000113236,22132
100000015976,42269
100000105361,22131
100000121735,92811
100000121806,92811
100000122351,92811
100000122342,92811
100000163663,22132
100000163663,92811
100000118507,42291
100000163119,49312
100000168533,49312
100000119356,22132
100000071076,22132
100000057485,22131
100000105682,22132
100000151382,22132
100000103425,22131
100000103817,22131
100000146745,211111
100000202229,49312
100000149984,32411
100000033288,32551
100000151532,32518
100000114574,32512
100000194103,325211
100000147824,22132
100000092428,312113
100000024715,312113
100000158223,49311
100000073476,32411
100000073476,221112
100000056155,32532
100000162218,32512
100000000090,62322
100000073653,22131
100000224107,22131
100000192891,115114
100000192891,49312
100000063414,115114
100000140956,49312
100000140956,115114
100000060168,49312
100000196263,22131
100000196575,22131
100000196389,22131
100000196628,22131
100000127971,31213
100000129764,49311
100000145489,22132
100000128578,311412
100000140297,22131
100000121129,56179
100000119007,42291
100000223563,49313
100000044739,92811
100000161371,22132
100000161736,22132
100000056244,22111
100000121049,325998
100000121049,49311
100000200855,22111
100000123145,327993
100000210666,22131
100000143891,22131
100000151694,221112
100000117848,325211
100000143249,311511
100000198877,49312
100000077187,311411
100000079112,42469
100000187264,31151
100000194559,49312
100000138889,482111
100000153335,325998
100000212192,42469
100000057626,311513
100000127436,325211
100000187255,31151
100000149261,22132
100000067571,325612
100000044524,22131
100000086248,22132
100000172779,115114
100000197253,31141
100000211736,49312
100000052738,42291
100000099555,56179
100000249108,115114
100000236773,115114
100000186087,115114
100000128685,42291
100000137531,42459
100000098244,22111
100000243275,22131
100000248172,115114
100000111201,311211
100000161512,62211
100000167874,22132
100000164412,31181
100000225062,49312
100000049351,48821
100000178274,32731
100000044533,42491
100000045499,42491
100000199714,49312
100000113058,49312
100000113058,31211
100000049431,32615
100000173288,42469
100000106486,311511
100000121281,42269
100000051338,31152
100000040421,325211
100000031501,32614
100000115378,49312
100000062718,32615
100000071414,22131
100000028711,42291
100000028757,42291
100000028775,42291
100000028819,42291
100000028873,42291
100000028908,42291
100000028944,42291
100000029006,42291
100000169453,42291
100000166893,42491
100000218613,111998
100000166919,42491
100000242212,49313
100000235809,111998
100000239137,32531
100000240081,11199
100000217749,42491
100000166928,42491
100000232866,42491
100000242203,49313
100000214804,325311
100000235818,111998
100000242196,49313
100000194862,22132
100000066153,327993
100000144836,221112
100000252656,49311
100000169131,32614
100000183794,22131
100000095416,33391
100000217794,115114
100000161166,22132
100000251746,48423
100000066536,562213
100000163725,311613
100000200775,115114
100000196138,115114
100000057225,22132
100000136471,22132
100000105922,22132
100000077472,115114
100000216072,115114
100000046336,42291
100000203736,49312
100000053005,42491
100000230252,11511
100000230261,11511
100000129425,115114
100000169319,49312
100000210782,115114
100000129372,115114
100000168178,115114
100000218837,115114
100000183197,49312
100000209133,115114
100000155707,311411
100000178014,115114
100000169747,115114
100000225302,115114
100000139236,115114
100000193355,115114
100000205137,115114
100000221379,115114
100000124297,221118
100000174704,115114
100000141955,115114
100000154254,115114
100000196548,22131
100000196619,22131
100000106182,22131
100000106182,49319
100000144694,31213
100000227916,115114
100000200613,115114
100000194611,115114
100000120326,115114
100000072413,49312
100000139708,115114
100000056011,31141
100000050838,49312
100000137942,115114
100000045792,42291
100000028793,325311
100000028793,42491
100000044702,42491
100000063879,115114
100000145942,22131
100000138996,32532
100000194354,115112
100000146665,115114
100000208492,115114
100000055147,49312
100000043357,42291
100000177783,115114
100000174152,111211
100000014977,115114
100000190526,115114
100000177499,115114
100000208697,115114
100000208697,111211
100000191231,334511
100000230779,92811
100000071085,336412
100000014352,42291
100000151113,22131
100000234686,49312
100000143775,115114
100000188977,49312
100000198591,22111
100000185621,42491
100000099813,22131
100000182679,31152
100000182679,42443
100000110248,48411
100000181224,115112
100000086382,32511
100000190232,32512
100000102667,221112
100000101454,32411
100000188183,334413
100000192613,62321
100000173527,22131
100000133544,325211
100000044775,42491
100000164957,42471
100000077196,221112
100000254039,312113
100000167758,22132
100000106967,22131
100000088013,22132
100000145657,22132
100000145906,22131
100000188628,31213
100000162398,311411
100000122173,221118
100000147147,22131
100000056912,22131
100000056084,22131
100000141928,22132
100000198305,115114
100000200784,115114
100000190606,49312
100000230573,311423
100000151649,115114
100000228167,115114
100000052471,31212
100000137096,22131
100000244069,42469
100000171672,42471
100000106128,22131
100000109474,325612
100000105888,22131
100000117394,22132
100000052426,31212
100000123323,22132
100000104692,22131
100000123877,22131
100000123877,22132
100000143258,48611
100000065163,22111
100000181448,22111
100000202176,221119
100000050099,42491
100000050151,42491
100000050151,325311
100000144667,42491
100000211059,115114
100000200365,115114
100000191829,221119
100000195772,11133
100000050035,42491
100000132493,42459
100000132493,42491
100000124117,22132
100000064182,325188
100000145283,331314
100000204192,49319
100000183473,49311
100000215723,45521
100000083116,42469
100000103292,56179
100000191106,331316
100000191115,331316
100000192766,42469
100000084491,32551
100000158054,331314
100000071003,22131
100000165457,22132
100000048496,22132
100000149626,22132
100000249055,22131
100000109465,31152
100000109465,311511
100000065001,22131
100000199518,11131
100000170995,115114
100000248797,311423
100000113174,325199
100000113174,325211
100000168757,48422
100000168757,488999
100000156706,49312
100000177211,312113
100000104941,334413
100000127089,311511
100000190517,311411
100000190517,311421
100000163707,311613
100000245601,22132
100000138683,311615
100000149537,31213
100000127356,311615
100000067143,311512
100000129997,311612
100000138059,311615
100000139021,311615
100000064743,31199
100000139076,49312
100000075296,115114
100000163253,31151
100000161898,115114
100000089147,327211
100000146264,99999
100000163431,42469
100000191865,221112
100000133731,115114
100000208624,31213
100000198074,31141
100000130075,22111
100000249705,32512
100000138193,115114
100000043721,32614
100000029783,31213
100000055904,49312
100000058705,49312
100000121352,42269
100000212879,32532
100000058215,49319
100000156234,49311
100000099396,56179
100000076703,56179
100000121664,31199
100000160014,49312
100000101141,32615
100000057662,311411
100000184711,32614
100000106333,22132
100000063307,32551
100000235177,42469
100000163814,335991
100000120763,48611
100000216009,49311
100000166018,22131
100000028622,22131
100000028953,22131
100000038782,221119
100000044472,42491
100000063986,22132
100000212101,334511
100000137997,211112
100000103407,211111
100000103318,211112
100000211709,49312
100000240606,115114
100000188637,311991
100000188637,49312
100000129078,22131
100000179754,22131
100000129504,22131
100000107092,22131
100000105977,22132
100000040582,22131
100000193667,49312
100000045765,42291
100000086202,42491
100000153139,42491
100000197128,49312
100000182884,49312
100000089897,49312
100000071094,22132
100000046933,31151
100000058634,42291
100000049654,221112
100000191874,42491
100000118534,42491
100000118534,42459
100000210434,31161
100000162995,115114
100000238842,42469
100000049976,42491
100000138255,22132
100000126339,22131
100000109777,331222
100000214207,311999
100000112629,311511
100000112629,311999
100000221798,22111
100000119187,325211
100000120736,311999
100000070898,22131
100000070978,22131
100000052792,42491
100000072244,221116
100000072253,221116
100000077141,42491
100000122529,42459
100000156378,325311
100000193596,22111
100000127515,311513
100000231359,49312
100000223536,49311
100000141321,22131
100000145531,22131
100000038693,42291
100000205208,42491
100000185211,115114
100000165251,221116
100000190278,22131
100000044855,42291
100000186489,22131
100000214724,22131
100000186461,541612
100000186461,22131
100000186498,22131
100000186504,22131
100000049896,44422
100000214546,11199
100000068847,115114
100000176258,49312
100000014771,42291
100000052328,42491
100000196405,22131
100000107911,22132
100000196566,22131
100000167632,22132
100000151391,331314
100000164751,331316
100000022236,311511
100000157028,22131
100000106226,22131
100000197477,42471
100000197477,32799
100000197477,42499
100000053452,22132
100000053611,22131
100000106609,49312
100000053568,22131
100000171011,56179
100000246566,49311
100000089566,31199
100000139487,31212
100000153031,22132
100000125107,22111
100000175295,49312
100000089628,325314
100000252594,42471
100000110685,311423
100000004096,454312
100000213253,311991
100000164877,221112
100000119855,31213
100000200588,115114
100000214859,327211
100000121343,221112
100000139593,115114
100000070344,115114
100000208633,31213
100000177319,115114
100000205716,115114
100000186014,115114
100000143855,22131
100000067553,32614
100000088086,325211
100000061835,42469
100000049413,42441
100000196334,22131
100000196352,22131
100000196432,22131
100000196245,22131
100000196539,22131
100000125063,22131
100000057118,22132
100000087078,32615
100000057065,22132
100000029097,49312
100000139281,22132
100000119846,22132
100000119338,22132
100000119285,22132
100000031459,22132
100000211102,22132
100000093089,22131
100000119016,11121
100000189128,115114
100000165411,115114
100000223983,22131
100000224045,22131
100000223974,22131
100000223992,22131
100000224018,22131
100000213324,22131
100000224054,22131
100000224116,22131
100000224063,22131
100000195273,42441
100000224009,22131
100000224036,22131
100000158875,221112
100000183044,327211
100000107181,32615
100000153932,325311
100000200757,31199
100000026465,49312
100000171663,42291
100000210425,115114
100000188664,22111
100000200579,115114
100000133214,22131
100000179683,311513
100000139263,22132
100000144186,311513
100000133152,22131
100000104111,22111
100000174553,115114
100000112521,22131
100000204913,49319
100000074714,22131
100000086747,33636
100000210489,334413
100000209339,562212
100000126482,56179
100000111648,31213
100000129032,311615
100000255779,311615
100000189146,311615
100000192285,115116
100000239128,115114
100000251997,31213
100000209311,311812
100000071502,31213
100000044668,22132
100000040449,31213
100000071799,31213
100000242329,115114
100000192276,115116
100000155654,42491
100000160817,221112
100000063833,22131
100000149476,21111
100000249037,115114
100000102391,325613
100000215625,49312
100000115083,221112
100000139646,221112
100000132901,22131
100000143043,22132
100000011872,332812
100000073886,31151
100000139245,311615
100000077294,49312
100000067296,325998
100000064379,42269
100000160032,49312
100000238511,49312
100000084918,22131
100000072351,56292
100000133125,49312
100000241936,32512
100000113192,325998
100000138852,22131
100000164902,42469
100000145693,22131
100000130574,32532
100000141367,22131
100000146451,21111
100000115118,325199
100000149136,331221
100000164573,31199
100000213887,311511
100000151373,211112
100000181331,115114
100000082288,325211
100000156387,42459
100000075116,115114
100000050259,44422
100000106057,311423
100000216535,111332
100000011499,31213
100000237807,311423
100000078658,115116
100000200212,31213
100000197191,325193
100000204968,11511
100000133303,32615
100000197958,115114
100000100696,22131
100000221119,11199
100000045836,22132
100000045809,22131
100000091713,221116
100000029131,42291
100000192212,49312
100000162389,311411
100000020274,22132
100000236602,22121
100000192828,42443
100000199019,42491
100000120308,31213
100000151729,221112
100000228078,211112
100000109054,221112
100000142419,48611
100000143356,48611
100000120781,115114
100000120727,22132
100000230966,49319
100000098164,32411
100000063557,32518
100000101007,32518
100000202853,325188
100000013914,32512
100000012675,32512
100000145194,325199
100000045818,42291
100000044962,42491
100000182116,42491
100000174081,115111
100000165359,42459
100000052391,115114
100000130066,31213
100000165162,49312
100000236112,31213
